net,length_um
_02975_,5.16µm
_03722_,5.16µm
_04756_,5.16µm
_05690_,5.16µm
_06198_,5.16µm
_06924_,5.16µm
_07220_,5.16µm
_08223_,5.16µm
net2541,5.16µm
net2655,5.16µm
net2683,5.16µm
net2704,5.16µm
net2881,5.16µm
net2978,5.16µm
net3037,5.16µm
net3070,5.16µm
net3299,5.16µm
net3333,5.16µm
net3433,5.16µm
net3510,5.16µm
net3539,5.16µm
net3549,5.16µm
net3598,5.16µm
net3671,5.16µm
net3750,5.16µm
net3752,5.16µm
net3754,5.16µm
net3816,5.16µm
net3881,5.16µm
net3892,5.16µm
net3894,5.16µm
net3951,5.16µm
net4000,5.16µm
net4157,5.16µm
net4207,5.16µm
net4210,5.16µm
net4213,5.16µm
net4337,5.16µm
net4426,5.16µm
net4457,5.16µm
net4466,5.16µm
net4521,5.16µm
net4532,5.16µm
net4615,5.16µm
net4784,5.16µm
net4971,5.16µm
net5006,5.16µm
net5144,5.16µm
net5156,5.16µm
net5254,5.16µm
net5396,5.16µm
_06995_,5.155µm
_03773_,5.14µm
_04295_,5.14µm
_04794_,5.14µm
_04800_,5.14µm
_04871_,5.14µm
_05132_,5.14µm
_05303_,5.14µm
_05514_,5.14µm
_05552_,5.14µm
_06636_,5.14µm
_06953_,5.14µm
_07871_,5.14µm
_08022_,5.14µm
u_core.u_dmem.ram\[12\]\[30\],5.14µm
u_core.u_dmem.ram\[28\]\[20\],5.14µm
u_core.u_dmem.ram\[31\]\[22\],5.14µm
u_core.u_dmem.ram\[33\]\[29\],5.14µm
u_core.u_dmem.ram\[41\]\[8\],5.14µm
u_core.u_dmem.ram\[43\]\[28\],5.14µm
u_core.u_dmem.ram\[47\]\[22\],5.14µm
u_core.u_dmem.ram\[54\]\[27\],5.14µm
net4484,5.14µm
_00262_,5.135µm
_01418_,5.135µm
_01682_,5.135µm
_03027_,5.135µm
_05564_,5.12µm
_06893_,5.12µm
_07054_,5.12µm
net2937,5.12µm
net2945,5.12µm
net3296,5.12µm
net3452,5.12µm
net3506,5.12µm
net3936,5.12µm
net4117,5.12µm
net4186,5.12µm
net4215,5.12µm
net4245,5.12µm
net4329,5.12µm
net4843,5.12µm
net4861,5.12µm
net4956,5.12µm
net5125,5.12µm
net5453,5.12µm
_00551_,5.115µm
_01090_,5.115µm
_05016_,5.1µm
_07849_,5.1µm
_08504_,5.1µm
u_core.u_dmem.ram\[9\]\[20\],5.1µm
_00273_,5.095µm
_00297_,5.095µm
_00329_,5.095µm
_00402_,5.095µm
_00489_,5.095µm
_00811_,5.095µm
_01070_,5.095µm
_01159_,5.095µm
_01246_,5.095µm
_01375_,5.095µm
_01490_,5.095µm
_01635_,5.095µm
_02034_,5.095µm
_02107_,5.095µm
_02234_,5.095µm
_02395_,5.095µm
_02416_,5.095µm
_02483_,5.095µm
_02786_,5.095µm
_02858_,5.095µm
_07179_,5.095µm
_07608_,5.095µm
_00059_,5.085µm
_00256_,5.085µm
_00304_,5.085µm
_00611_,5.085µm
_00765_,5.085µm
_00966_,5.085µm
_00999_,5.085µm
_01001_,5.085µm
_01147_,5.085µm
_01186_,5.085µm
_01944_,5.085µm
_02198_,5.085µm
_02251_,5.085µm
_02619_,5.085µm
_02982_,5.085µm
_03012_,5.085µm
_05751_,5.08µm
_05930_,5.08µm
_00418_,5.065µm
_01298_,5.065µm
_04787_,5.06µm
_05363_,5.06µm
_06396_,5.06µm
_07184_,5.06µm
_09154_,5.06µm
net3486,5.06µm
net3546,5.06µm
net3600,5.06µm
net3620,5.06µm
net3638,5.06µm
net3672,5.06µm
net3689,5.06µm
net3690,5.06µm
net3692,5.06µm
net3712,5.06µm
net3774,5.06µm
net3800,5.06µm
net3812,5.06µm
net3817,5.06µm
net3821,5.06µm
net3822,5.06µm
net3831,5.06µm
net3834,5.06µm
net3847,5.06µm
net3865,5.06µm
net3875,5.06µm
net3879,5.06µm
net3896,5.06µm
net3902,5.06µm
net3909,5.06µm
net3912,5.06µm
net3915,5.06µm
net3925,5.06µm
net3932,5.06µm
net3934,5.06µm
net3937,5.06µm
net3999,5.06µm
net4001,5.06µm
net4012,5.06µm
net4029,5.06µm
net4030,5.06µm
net4031,5.06µm
net4044,5.06µm
net4056,5.06µm
net4065,5.06µm
net4076,5.06µm
net4089,5.06µm
net4109,5.06µm
net4110,5.06µm
net4121,5.06µm
net4135,5.06µm
net4140,5.06µm
net4147,5.06µm
net4161,5.06µm
net4163,5.06µm
net4166,5.06µm
net4167,5.06µm
net4173,5.06µm
net4192,5.06µm
net4216,5.06µm
net4236,5.06µm
net4237,5.06µm
net4240,5.06µm
net4265,5.06µm
net4273,5.06µm
net4275,5.06µm
net4289,5.06µm
net4310,5.06µm
net4314,5.06µm
net4317,5.06µm
net4326,5.06µm
net4331,5.06µm
net4349,5.06µm
net4353,5.06µm
net4421,5.06µm
net4423,5.06µm
net4431,5.06µm
net4435,5.06µm
net4444,5.06µm
net4463,5.06µm
net4482,5.06µm
net4488,5.06µm
net4500,5.06µm
net4509,5.06µm
net4522,5.06µm
net4534,5.06µm
net4538,5.06µm
net4545,5.06µm
net4547,5.06µm
net4558,5.06µm
net4567,5.06µm
net4578,5.06µm
net4579,5.06µm
net4619,5.06µm
net4622,5.06µm
net4629,5.06µm
net4642,5.06µm
net4665,5.06µm
net4669,5.06µm
net4670,5.06µm
net4707,5.06µm
net4712,5.06µm
net4776,5.06µm
net4813,5.06µm
net4817,5.06µm
net4832,5.06µm
net4860,5.06µm
net4862,5.06µm
net4889,5.06µm
net4929,5.06µm
net4984,5.06µm
net4986,5.06µm
net4992,5.06µm
net4995,5.06µm
net5001,5.06µm
net5019,5.06µm
net5025,5.06µm
net5032,5.06µm
net5051,5.06µm
net5057,5.06µm
net5065,5.06µm
net5084,5.06µm
net5094,5.06µm
net5097,5.06µm
net5099,5.06µm
net5102,5.06µm
net5124,5.06µm
net5168,5.06µm
net5174,5.06µm
net5179,5.06µm
net5180,5.06µm
net5222,5.06µm
net5235,5.06µm
net5237,5.06µm
net5242,5.06µm
net5245,5.06µm
net5258,5.06µm
net5272,5.06µm
net5273,5.06µm
net5278,5.06µm
net5280,5.06µm
net5282,5.06µm
net5284,5.06µm
net5288,5.06µm
net5300,5.06µm
net5309,5.06µm
net5329,5.06µm
net5335,5.06µm
net5340,5.06µm
net5347,5.06µm
net5364,5.06µm
net5367,5.06µm
net5368,5.06µm
net5370,5.06µm
net5373,5.06µm
net5377,5.06µm
net5387,5.06µm
net5392,5.06µm
net5399,5.06µm
net5403,5.06µm
net5409,5.06µm
net5421,5.06µm
net5430,5.06µm
net5432,5.06µm
net5433,5.06µm
net5436,5.06µm
net5452,5.06µm
net5458,5.06µm
net5460,5.06µm
net5462,5.06µm
net5463,5.06µm
net5474,5.06µm
net5478,5.06µm
net5484,5.06µm
net5487,5.06µm
net5493,5.06µm
net5503,5.06µm
net5507,5.06µm
net5515,5.06µm
net5522,5.06µm
net5526,5.06µm
net5527,5.06µm
net5528,5.06µm
net5533,5.06µm
net5536,5.06µm
net5538,5.06µm
net5548,5.06µm
net5549,5.06µm
net5552,5.06µm
net5554,5.06µm
net5565,5.06µm
net5571,5.06µm
_00097_,5.045µm
_00160_,5.045µm
_00290_,5.045µm
_00638_,5.045µm
_00702_,5.045µm
_00727_,5.045µm
_00739_,5.045µm
_00750_,5.045µm
_00835_,5.045µm
_00878_,5.045µm
_00889_,5.045µm
_00910_,5.045µm
_00949_,5.045µm
_00970_,5.045µm
_01059_,5.045µm
_01212_,5.045µm
_01268_,5.045µm
_01305_,5.045µm
_01461_,5.045µm
_01497_,5.045µm
_01597_,5.045µm
_01688_,5.045µm
_01734_,5.045µm
_01766_,5.045µm
_01794_,5.045µm
_01817_,5.045µm
_01880_,5.045µm
_01897_,5.045µm
_01902_,5.045µm
_01966_,5.045µm
_02005_,5.045µm
_02007_,5.045µm
_02125_,5.045µm
_02147_,5.045µm
_02243_,5.045µm
_02248_,5.045µm
_02346_,5.045µm
_02376_,5.045µm
_02428_,5.045µm
_02463_,5.045µm
_02504_,5.045µm
_02506_,5.045µm
_02512_,5.045µm
_02653_,5.045µm
_02730_,5.045µm
_02856_,5.045µm
_02890_,5.045µm
_02952_,5.045µm
_02958_,5.045µm
_03011_,5.045µm
_03028_,5.045µm
_03079_,5.045µm
_03100_,5.045µm
_00142_,5.04µm
_05502_,5.04µm
_06011_,5.04µm
_06148_,5.04µm
_08172_,5.04µm
net4206,5.04µm
net4877,5.04µm
net5531,5.04µm
_05908_,5.02µm
_08037_,5.02µm
_08663_,5.02µm
u_core.u_dmem.ram\[16\]\[31\],5.02µm
u_core.u_dmem.ram\[1\]\[26\],5.02µm
u_core.u_dmem.ram\[26\]\[15\],5.02µm
u_core.u_dmem.ram\[60\]\[3\],5.02µm
net3377,5.02µm
net3833,5.02µm
_07337_,5.015µm
_08449_,5.015µm
_04989_,5µm
_06110_,5µm
_07039_,5µm
_07273_,5µm
_07405_,5µm
_07609_,5µm
_08784_,5µm
net960,5µm
_02085_,4.995µm
_07694_,4.99µm
_08178_,4.99µm
_01017_,4.985µm
_05599_,4.98µm
_07149_,4.98µm
_08909_,4.98µm
_00096_,4.975µm
_00115_,4.975µm
_00124_,4.975µm
_00157_,4.975µm
_00995_,4.975µm
_01165_,4.975µm
_02097_,4.975µm
_03039_,4.975µm
_06544_,4.975µm
_03715_,4.97µm
_00049_,4.965µm
_01208_,4.965µm
_01406_,4.965µm
_02196_,4.965µm
_02370_,4.965µm
_02477_,4.965µm
_02736_,4.965µm
_05831_,4.96µm
_06426_,4.96µm
_00826_,4.945µm
_02650_,4.945µm
_03899_,4.94µm
_03906_,4.94µm
_04317_,4.94µm
_04381_,4.94µm
_04557_,4.94µm
_04618_,4.94µm
_07271_,4.94µm
_07762_,4.94µm
_07837_,4.94µm
_08600_,4.94µm
_08733_,4.94µm
_08828_,4.94µm
_08835_,4.94µm
net2493,4.93µm
_01115_,4.925µm
_02609_,4.925µm
_05749_,4.925µm
_03613_,4.92µm
_05107_,4.92µm
_05601_,4.92µm
_05616_,4.92µm
_06078_,4.92µm
_06444_,4.92µm
_06701_,4.92µm
_06895_,4.92µm
_07110_,4.92µm
_07198_,4.92µm
_07256_,4.92µm
_07583_,4.92µm
_07607_,4.92µm
_07641_,4.92µm
_07703_,4.92µm
_08268_,4.92µm
_08962_,4.92µm
u_core.u_dmem.ram\[36\]\[14\],4.92µm
u_core.u_dmem.ram\[51\]\[31\],4.92µm
net4052,4.92µm
net4176,4.92µm
net4340,4.92µm
net4495,4.92µm
net5476,4.92µm
net5523,4.92µm
_05317_,4.91µm
_04374_,4.9µm
_05932_,4.9µm
_07283_,4.9µm
_07322_,4.9µm
_07548_,4.9µm
_07561_,4.9µm
_08442_,4.9µm
u_core.u_dmem.ram\[2\]\[12\],4.9µm
net5256,4.9µm
_01778_,4.895µm
_02499_,4.895µm
_02912_,4.895µm
_08218_,4.895µm
_00200_,4.885µm
_00232_,4.885µm
_00303_,4.885µm
_00405_,4.885µm
_00894_,4.885µm
_01036_,4.885µm
_01286_,4.885µm
_01390_,4.885µm
_01612_,4.885µm
_01936_,4.885µm
_01959_,4.885µm
_01983_,4.885µm
_02129_,4.885µm
_02766_,4.885µm
_07592_,4.885µm
_03973_,4.88µm
_04256_,4.88µm
_04298_,4.88µm
_04864_,4.88µm
_06008_,4.88µm
_06252_,4.88µm
_06318_,4.88µm
_06324_,4.88µm
_06341_,4.88µm
_06732_,4.88µm
_07084_,4.88µm
_07140_,4.88µm
_07560_,4.88µm
_07735_,4.88µm
_08278_,4.88µm
_08831_,4.88µm
u_core.u_dmem.ram\[15\]\[25\],4.88µm
u_core.u_dmem.ram\[59\]\[25\],4.88µm
u_core.u_dmem.ram\[5\]\[4\],4.88µm
net4454,4.88µm
net5167,4.88µm
net5429,4.88µm
net5447,4.88µm
net5514,4.88µm
_00844_,4.875µm
_01429_,4.865µm
_02180_,4.865µm
_03547_,4.855µm
u_core.u_dmem.ram\[23\]\[18\],4.85µm
u_core.u_dmem.ram\[2\]\[30\],4.85µm
u_core.u_dmem.ram\[9\]\[22\],4.85µm
_00127_,4.845µm
_00150_,4.845µm
_00253_,4.845µm
_00295_,4.845µm
_00426_,4.845µm
_00521_,4.845µm
_00559_,4.845µm
_00575_,4.845µm
_00699_,4.845µm
_00707_,4.845µm
_00708_,4.845µm
_00728_,4.845µm
_00786_,4.845µm
_00815_,4.845µm
_01010_,4.845µm
_01035_,4.845µm
_01084_,4.845µm
_01304_,4.845µm
_01340_,4.845µm
_01363_,4.845µm
_01535_,4.845µm
_01566_,4.845µm
_01603_,4.845µm
_01620_,4.845µm
_01646_,4.845µm
_01651_,4.845µm
_01704_,4.845µm
_01706_,4.845µm
_01747_,4.845µm
_01755_,4.845µm
_01946_,4.845µm
_01992_,4.845µm
_02112_,4.845µm
_02265_,4.845µm
_02343_,4.845µm
_02374_,4.845µm
_02399_,4.845µm
_02505_,4.845µm
_02555_,4.845µm
_02629_,4.845µm
_02683_,4.845µm
_02707_,4.845µm
_02992_,4.845µm
_07507_,4.835µm
_01224_,4.82µm
_03731_,4.82µm
_05582_,4.82µm
_05631_,4.82µm
_06057_,4.82µm
_06089_,4.82µm
_06570_,4.82µm
_07117_,4.82µm
_07219_,4.82µm
_07329_,4.82µm
_07408_,4.82µm
_07498_,4.82µm
_07701_,4.82µm
_08474_,4.82µm
_08713_,4.82µm
_09135_,4.82µm
_00444_,4.805µm
_00558_,4.805µm
_00911_,4.805µm
_01057_,4.805µm
_01261_,4.805µm
_01496_,4.805µm
_01676_,4.805µm
_01687_,4.805µm
_02472_,4.805µm
_02875_,4.805µm
_03050_,4.805µm
_03060_,4.805µm
_02510_,4.8µm
_03417_,4.8µm
_03442_,4.8µm
_03641_,4.8µm
_03837_,4.8µm
_03880_,4.8µm
_04022_,4.8µm
_04068_,4.8µm
_04104_,4.8µm
_04144_,4.8µm
_04189_,4.8µm
_05111_,4.8µm
_05438_,4.8µm
_05811_,4.8µm
_05882_,4.8µm
_06085_,4.8µm
_06131_,4.8µm
_06475_,4.8µm
_06588_,4.8µm
_06736_,4.8µm
_06809_,4.8µm
_06956_,4.8µm
_06960_,4.8µm
_07065_,4.8µm
_07236_,4.8µm
_07340_,4.8µm
_07456_,4.8µm
_07541_,4.8µm
_07720_,4.8µm
_07743_,4.8µm
_08016_,4.8µm
_08403_,4.8µm
_08513_,4.8µm
_08532_,4.8µm
_08590_,4.8µm
_08592_,4.8µm
_08672_,4.8µm
_08972_,4.8µm
u_core.u_dmem.ram\[11\]\[25\],4.8µm
u_core.u_dmem.ram\[34\]\[21\],4.8µm
u_core.u_dmem.ram\[42\]\[15\],4.8µm
u_core.u_dmem.ram\[47\]\[12\],4.8µm
u_core.u_dmem.ram\[6\]\[17\],4.8µm
net2616,4.8µm
net2754,4.8µm
net2867,4.8µm
net3130,4.8µm
net3210,4.8µm
net3339,4.8µm
net3544,4.8µm
net3979,4.8µm
net4114,4.8µm
net4231,4.8µm
net4544,4.8µm
net4767,4.8µm
net4979,4.8µm
net5038,4.8µm
net5087,4.8µm
_00270_,4.795µm
_05707_,4.78µm
u_core.u_dmem.ram\[0\]\[2\],4.78µm
u_core.u_dmem.ram\[4\]\[6\],4.78µm
net2751,4.78µm
_01575_,4.775µm
_03449_,4.76µm
_03828_,4.76µm
_05409_,4.76µm
_05633_,4.76µm
_06178_,4.76µm
_07289_,4.76µm
_08045_,4.76µm
_08283_,4.76µm
_08910_,4.76µm
net2706,4.76µm
net2988,4.76µm
net3681,4.76µm
_00771_,4.755µm
_01237_,4.755µm
_01353_,4.755µm
_01716_,4.755µm
_02911_,4.755µm
_00246_,4.725µm
_00467_,4.725µm
_01032_,4.725µm
_01098_,4.725µm
_01245_,4.725µm
_01270_,4.725µm
_01326_,4.725µm
_01591_,4.725µm
_02021_,4.725µm
_02590_,4.725µm
_03069_,4.725µm
_00210_,4.7µm
_00419_,4.7µm
_00595_,4.7µm
_00644_,4.7µm
_00867_,4.7µm
_01525_,4.7µm
_01645_,4.7µm
_02576_,4.7µm
_02695_,4.7µm
_02918_,4.7µm
_03004_,4.7µm
_04167_,4.7µm
_04223_,4.7µm
_04647_,4.7µm
_05571_,4.7µm
_05782_,4.7µm
net2802,4.7µm
net2961,4.7µm
net3072,4.7µm
net3514,4.7µm
net3583,4.7µm
net3775,4.7µm
net3827,4.7µm
net3880,4.7µm
net3917,4.7µm
net3955,4.7µm
net3989,4.7µm
net4111,4.7µm
net4248,4.7µm
net4316,4.7µm
net4357,4.7µm
net4363,4.7µm
net4555,4.7µm
net4570,4.7µm
net4584,4.7µm
net4650,4.7µm
net4765,4.7µm
net4800,4.7µm
net4987,4.7µm
net5349,4.7µm
net5431,4.7µm
net5547,4.7µm
_03484_,4.68µm
_04619_,4.68µm
_04636_,4.68µm
_04835_,4.68µm
_04857_,4.68µm
_06130_,4.68µm
_06622_,4.68µm
_07567_,4.68µm
_08074_,4.68µm
_09035_,4.68µm
u_core.u_dmem.ram\[25\]\[11\],4.68µm
u_core.u_dmem.ram\[34\]\[22\],4.68µm
u_core.u_dmem.ram\[44\]\[0\],4.68µm
u_core.u_dmem.ram\[44\]\[9\],4.68µm
u_core.u_dmem.ram\[49\]\[24\],4.68µm
u_core.u_dmem.ram\[53\]\[0\],4.68µm
net3518,4.68µm
net3730,4.68µm
net4024,4.68µm
net4108,4.68µm
_00691_,4.675µm
_04506_,4.66µm
_05231_,4.66µm
_06402_,4.66µm
_06582_,4.66µm
_07739_,4.66µm
_08076_,4.66µm
_08277_,4.66µm
net2564,4.66µm
net2888,4.66µm
net3313,4.66µm
net3344,4.66µm
net3993,4.66µm
net4516,4.66µm
net4585,4.66µm
net4936,4.66µm
net5188,4.66µm
net5279,4.66µm
_00854_,4.635µm
_01633_,4.635µm
_06203_,4.635µm
_00223_,4.625µm
_00358_,4.625µm
_00487_,4.625µm
_00520_,4.625µm
_00597_,4.625µm
_00848_,4.625µm
_00963_,4.625µm
_01176_,4.625µm
_01203_,4.625µm
_01336_,4.625µm
_01712_,4.625µm
_01763_,4.625µm
_01884_,4.625µm
_01901_,4.625µm
_01919_,4.625µm
_02162_,4.625µm
_02222_,4.625µm
_02321_,4.625µm
_02535_,4.625µm
_02821_,4.625µm
_02825_,4.625µm
_02901_,4.625µm
_08814_,4.615µm
_02487_,4.605µm
_04507_,4.6µm
_05834_,4.6µm
_08027_,4.6µm
_08330_,4.6µm
_00347_,4.585µm
_00662_,4.585µm
_00758_,4.585µm
_01215_,4.585µm
_01275_,4.585µm
_01314_,4.585µm
_01346_,4.585µm
_01586_,4.585µm
_01962_,4.585µm
_02228_,4.585µm
_02344_,4.585µm
_02423_,4.585µm
_02450_,4.585µm
_02498_,4.585µm
_02530_,4.585µm
_02578_,4.585µm
_02641_,4.585µm
_02780_,4.585µm
_02797_,4.585µm
_02798_,4.585µm
_02930_,4.585µm
_02971_,4.585µm
_03020_,4.585µm
_00809_,4.58µm
_02847_,4.58µm
_04918_,4.58µm
_05459_,4.58µm
_05566_,4.58µm
_05940_,4.58µm
_05980_,4.58µm
_06861_,4.58µm
_07287_,4.58µm
_08329_,4.58µm
_01819_,4.56µm
_02548_,4.56µm
_02811_,4.56µm
_04320_,4.56µm
_05328_,4.56µm
_05448_,4.56µm
_05626_,4.56µm
_07087_,4.56µm
_07237_,4.56µm
_07361_,4.56µm
_07606_,4.56µm
_07794_,4.56µm
_09040_,4.56µm
u_core.u_dmem.ram\[0\]\[14\],4.56µm
u_core.u_dmem.ram\[0\]\[24\],4.56µm
u_core.u_dmem.ram\[10\]\[9\],4.56µm
u_core.u_dmem.ram\[17\]\[29\],4.56µm
u_core.u_dmem.ram\[37\]\[8\],4.56µm
u_core.u_dmem.ram\[40\]\[8\],4.56µm
u_core.u_dmem.ram\[53\]\[26\],4.56µm
net2148,4.56µm
net3488,4.56µm
net4490,4.56µm
_00902_,4.555µm
_01016_,4.555µm
_01800_,4.555µm
u_core.u_dmem.ram\[14\]\[28\],4.55µm
u_core.u_dmem.ram\[53\]\[12\],4.55µm
_02478_,4.54µm
_04286_,4.54µm
_06533_,4.54µm
_07031_,4.54µm
_08704_,4.54µm
_02361_,4.535µm
_00280_,4.525µm
_02402_,4.525µm
_00377_,4.52µm
_00621_,4.505µm
_01264_,4.505µm
_01521_,4.505µm
_01735_,4.505µm
_08914_,4.495µm
_06984_,4.49µm
_00110_,4.485µm
_00119_,4.485µm
_01509_,4.485µm
_02082_,4.485µm
_03382_,4.48µm
_03700_,4.48µm
_03814_,4.48µm
_03934_,4.48µm
_04274_,4.48µm
_04607_,4.48µm
_04842_,4.48µm
_04880_,4.48µm
_04974_,4.48µm
_05049_,4.48µm
_05120_,4.48µm
_05761_,4.48µm
_05799_,4.48µm
_05916_,4.48µm
_06433_,4.48µm
_06478_,4.48µm
_06803_,4.48µm
net3981,4.48µm
_07466_,4.47µm
_03648_,4.46µm
_04101_,4.46µm
_04518_,4.46µm
_04703_,4.46µm
_04771_,4.46µm
_06222_,4.46µm
_06348_,4.46µm
_07006_,4.46µm
_07226_,4.46µm
_07468_,4.46µm
_08187_,4.46µm
_08420_,4.46µm
_08566_,4.46µm
u_core.u_dmem.ram\[0\]\[4\],4.46µm
u_core.u_dmem.ram\[20\]\[0\],4.46µm
u_core.u_dmem.ram\[24\]\[0\],4.46µm
u_core.u_dmem.ram\[56\]\[6\],4.46µm
net3922,4.46µm
net4081,4.46µm
net4112,4.46µm
net4487,4.46µm
net4536,4.46µm
net5405,4.46µm
_07303_,4.445µm
_05263_,4.44µm
_05611_,4.44µm
_06505_,4.44µm
_06859_,4.44µm
_08948_,4.44µm
u_core.u_dmem.ram\[63\]\[29\],4.44µm
_00198_,4.435µm
_00311_,4.435µm
_01466_,4.435µm
_01918_,4.435µm
_02994_,4.435µm
_00185_,4.425µm
_00791_,4.425µm
_00869_,4.425µm
_00887_,4.425µm
_01045_,4.425µm
_01330_,4.425µm
_01765_,4.425µm
_01866_,4.425µm
_02655_,4.425µm
_02758_,4.425µm
_03399_,4.42µm
_03712_,4.42µm
_04153_,4.42µm
_04285_,4.42µm
_04939_,4.42µm
_05445_,4.42µm
_06054_,4.42µm
_06542_,4.42µm
_06835_,4.42µm
_08135_,4.42µm
_08216_,4.42µm
_08455_,4.42µm
_08495_,4.42µm
_02605_,4.415µm
_00599_,4.405µm
_00629_,4.405µm
_00751_,4.405µm
_07671_,4.395µm
_04247_,4.39µm
u_core.u_dmem.ram\[46\]\[15\],4.39µm
_00074_,4.385µm
_00090_,4.385µm
_00109_,4.385µm
_00120_,4.385µm
_00159_,4.385µm
_00162_,4.385µm
_00182_,4.385µm
_00212_,4.385µm
_00472_,4.385µm
_00589_,4.385µm
_00623_,4.385µm
_00632_,4.385µm
_00732_,4.385µm
_00738_,4.385µm
_00740_,4.385µm
_00820_,4.385µm
_00822_,4.385µm
_00896_,4.385µm
_00923_,4.385µm
_00974_,4.385µm
_01013_,4.385µm
_01068_,4.385µm
_01101_,4.385µm
_01206_,4.385µm
_01392_,4.385µm
_01465_,4.385µm
_01546_,4.385µm
_01623_,4.385µm
_01653_,4.385µm
_01654_,4.385µm
_01724_,4.385µm
_01741_,4.385µm
_01767_,4.385µm
_01811_,4.385µm
_01828_,4.385µm
_01831_,4.385µm
_01849_,4.385µm
_01924_,4.385µm
_02023_,4.385µm
_02183_,4.385µm
_02218_,4.385µm
_02263_,4.385µm
_02289_,4.385µm
_02300_,4.385µm
_02304_,4.385µm
_02660_,4.385µm
_02733_,4.385µm
_02764_,4.385µm
_02834_,4.385µm
_02872_,4.385µm
_02976_,4.385µm
_02996_,4.385µm
_03048_,4.385µm
_08413_,4.38µm
_00996_,4.365µm
_01416_,4.36µm
_02143_,4.36µm
_02920_,4.36µm
_03415_,4.36µm
_05654_,4.36µm
_07441_,4.36µm
_07449_,4.36µm
_07474_,4.36µm
_08897_,4.36µm
_08966_,4.36µm
_07113_,4.345µm
_08212_,4.345µm
_03363_,4.34µm
_03372_,4.34µm
_04303_,4.34µm
_04539_,4.34µm
_04826_,4.34µm
_05165_,4.34µm
_05289_,4.34µm
_05327_,4.34µm
_05354_,4.34µm
_05441_,4.34µm
_05970_,4.34µm
_05999_,4.34µm
_06151_,4.34µm
_06397_,4.34µm
_06648_,4.34µm
_06702_,4.34µm
_06712_,4.34µm
_06754_,4.34µm
_06823_,4.34µm
_06976_,4.34µm
_07392_,4.34µm
_07400_,4.34µm
_07581_,4.34µm
_07622_,4.34µm
_07726_,4.34µm
_07766_,4.34µm
_07844_,4.34µm
_08249_,4.34µm
_08313_,4.34µm
_08331_,4.34µm
_08395_,4.34µm
_08742_,4.34µm
u_core.u_dmem.ram\[15\]\[18\],4.34µm
u_core.u_dmem.ram\[28\]\[21\],4.34µm
u_core.u_dmem.ram\[5\]\[19\],4.34µm
u_core.u_dmem.ram\[8\]\[29\],4.34µm
net2134,4.34µm
net3444,4.34µm
net3494,4.34µm
net3594,4.34µm
net3637,4.34µm
net3811,4.34µm
net3967,4.34µm
net4371,4.34µm
net4893,4.34µm
net5327,4.34µm
net5520,4.34µm
_06181_,4.32µm
u_core.u_dmem.ram\[44\]\[12\],4.32µm
_01431_,4.315µm
u_core.u_dmem.ram\[26\]\[10\],4.315µm
_03078_,4.305µm
_00084_,4.295µm
_00659_,4.295µm
_01398_,4.295µm
_01789_,4.295µm
_02312_,4.295µm
_02874_,4.295µm
_06855_,4.27µm
_00363_,4.265µm
_00675_,4.265µm
_00803_,4.265µm
_01136_,4.265µm
_01228_,4.265µm
_01770_,4.265µm
_01945_,4.265µm
_01955_,4.265µm
_01970_,4.265µm
_02028_,4.265µm
_02368_,4.265µm
_02705_,4.265µm
_00069_,4.24µm
_00204_,4.24µm
_00569_,4.24µm
_00817_,4.24µm
_01445_,4.24µm
_01813_,4.24µm
_02071_,4.24µm
_02144_,4.24µm
_02151_,4.24µm
_02546_,4.24µm
_02558_,4.24µm
_02563_,4.24µm
_02755_,4.24µm
_02873_,4.24µm
_03040_,4.24µm
_06261_,4.24µm
_07731_,4.24µm
net2657,4.24µm
net2833,4.24µm
net3073,4.24µm
net3107,4.24µm
net3326,4.24µm
net3480,4.24µm
net3542,4.24µm
net3556,4.24µm
net3708,4.24µm
net3797,4.24µm
net3837,4.24µm
net3862,4.24µm
net3871,4.24µm
net3996,4.24µm
net4035,4.24µm
net4308,4.24µm
net4389,4.24µm
net4648,4.24µm
net4968,4.24µm
net5151,4.24µm
net5224,4.24µm
u_core.u_dmem.ram\[32\]\[1\],4.235µm
_03373_,4.22µm
_03483_,4.22µm
_04287_,4.22µm
_04981_,4.22µm
_05181_,4.22µm
_06432_,4.22µm
_06750_,4.22µm
_07579_,4.22µm
_07689_,4.22µm
_08749_,4.22µm
_09143_,4.22µm
u_core.u_dmem.ram\[12\]\[15\],4.22µm
u_core.u_dmem.ram\[17\]\[31\],4.22µm
u_core.u_dmem.ram\[28\]\[6\],4.22µm
u_core.u_dmem.ram\[38\]\[30\],4.22µm
u_core.u_dmem.ram\[45\]\[15\],4.22µm
u_core.u_dmem.ram\[61\]\[8\],4.22µm
net2675,4.22µm
net3495,4.22µm
net4025,4.22µm
_01758_,4.215µm
_03831_,4.2µm
_05689_,4.2µm
_06059_,4.2µm
_08228_,4.2µm
net2920,4.2µm
net3315,4.2µm
net3458,4.2µm
net3467,4.2µm
net4392,4.2µm
net4403,4.2µm
net4456,4.2µm
net5425,4.2µm
u_core.u_dmem.ram\[29\]\[12\],4.195µm
_02737_,4.175µm
_00114_,4.165µm
_00122_,4.165µm
_00134_,4.165µm
_00154_,4.165µm
_00156_,4.165µm
_00214_,4.165µm
_00283_,4.165µm
_00319_,4.165µm
_00330_,4.165µm
_00346_,4.165µm
_00482_,4.165µm
